PLAYER_ID,PLAYER,TEAM,Season,Month,Archetype,Category,USG_Pct,AST_Pct,ThreePt_Rate,Height_Inches,GP,MPG,PTS
1628381,John Collins,UTA,2024-25,november,Role Player,Role,22.3,13.6,20.3125,81,13,31.1,19.0
1629661,Cameron Johnson,BKN,2024-25,november,Role Player,Role,20.3,16.4,57.72357723577235,80,15,31.7,18.7
1630530,Trey Murphy III,NOP,2024-25,november,Role Player,Role,24.3,10.8,50.31055900621118,80,7,32.4,18.7
1630169,Tyrese Haliburton,IND,2024-25,november,Role Player,Role,21.3,38.7,60.56338028169014,77,15,34.8,18.5
203078,Bradley Beal,PHX,2024-25,november,Secondary Ball Handler,Secondary,21.8,12.7,43.88489208633093,76,8,32.3,18.3
1629631,De'Andre Hunter,CLE,2024-25,november,Role Player,Role,22.8,6.3,47.2,80,8,26.8,18.3
1629632,Coby White,CHI,2024-25,november,Secondary Ball Handler,Secondary,22.1,19.5,62.22222222222222,77,16,32.1,18.1
1629012,Collin Sexton,UTA,2024-25,november,Secondary Ball Handler,Secondary,23.1,17.6,38.75968992248062,75,14,30.1,18.0
1628401,Derrick White,BOS,2024-25,november,Secondary Ball Handler,Secondary,20.6,19.9,69.06474820143885,76,14,34.7,18.0
1641711,Gradey Dick,TOR,2024-25,november,Role Player,Role,22.7,10.6,47.651006711409394,78,12,33.8,17.8
1627750,Jamal Murray,DEN,2024-25,november,Secondary Ball Handler,Secondary,23.0,24.1,45.695364238410605,76,10,34.7,17.8
1630596,Evan Mobley,CLE,2024-25,november,Anchor Big,Big,21.3,12.5,16.935483870967744,83,14,31.8,17.8
1631101,Shaedon Sharpe,POR,2024-25,november,Secondary Ball Handler,Secondary,25.0,12.6,43.15068493150685,77,12,30.2,17.7
1631093,Jaden Ivey,DET,2024-25,november,Role Player,Role,26.6,23.7,34.751773049645394,76,16,30.1,17.6
1628389,Bam Adebayo,MIA,2024-25,november,Role Player,Role,22.5,22.2,20.394736842105267,81,13,36.3,17.3
1627736,Malik Beasley,DET,2024-25,november,Role Player,Role,20.5,11.2,70.89552238805969,76,17,30.2,17.1
